dateRep,cases,deaths,country
03/08/2020,151,0,Cuba
27/07/2020,49,0,Cuba
20/07/2020,20,0,Cuba
13/07/2020,54,1,Cuba
06/07/2020,40,0,Cuba
29/06/2020,20,1,Cuba
22/06/2020,64,1,Cuba
15/06/2020,57,1,Cuba
08/06/2020,146,0,Cuba
01/06/2020,104,1,Cuba
25/05/2020,69,3,Cuba
18/05/2020,106,2,Cuba
11/05/2020,117,10,Cuba
04/05/2020,280,13,Cuba
27/04/2020,334,20,Cuba
20/04/2020,366,16,Cuba
13/04/2020,349,10,Cuba
06/04/2020,181,5,Cuba
30/03/2020,104,2,Cuba
23/03/2020,35,1,Cuba
08/02/2021,28,0,Curaçao
01/02/2021,37,1,Curaçao
25/01/2021,28,1,Curaçao
18/01/2021,56,0,Curaçao
11/01/2021,147,3,Curaçao
04/01/2021,166,2,Curaçao
28/12/2020,177,3,Curaçao
21/12/2020,350,0,Curaçao
14/12/2020,488,4,Curaçao
07/12/2020,772,3,Curaçao
30/11/2020,615,1,Curaçao
23/11/2020,409,1,Curaçao
16/11/2020,243,0,Curaçao
09/11/2020,110,1,Curaçao
02/11/2020,129,0,Curaçao
26/10/2020,114,0,Curaçao
19/10/2020,161,0,Curaçao
12/10/2020,131,0,Curaçao
05/10/2020,92,0,Curaçao
28/09/2020,92,0,Curaçao
21/09/2020,111,0,Curaçao
14/09/2020,65,0,Curaçao
07/09/2020,35,0,Curaçao
31/08/2020,14,0,Curaçao
24/08/2020,9,0,Curaçao
17/08/2020,3,0,Curaçao
10/08/2020,2,0,Curaçao
03/08/2020,0,0,Curaçao
27/07/2020,1,0,Curaçao
20/07/2020,3,0,Curaçao
13/07/2020,0,0,Curaçao
06/07/2020,1,0,Curaçao
29/06/2020,1,0,Curaçao
22/06/2020,1,0,Curaçao
15/06/2020,1,0,Curaçao
08/06/2020,2,0,Curaçao
01/06/2020,2,0,Curaçao
25/05/2020,1,0,Curaçao
18/05/2020,0,0,Curaçao
11/05/2020,0,0,Curaçao
04/05/2020,0,0,Curaçao
27/04/2020,2,0,Curaçao
20/04/2020,0,0,Curaçao
13/04/2020,3,0,Curaçao
06/04/2020,2,0,Curaçao
30/03/2020,9,1,Curaçao
08/02/2021,883,13,Cyprus
01/02/2021,859,13,Cyprus
25/01/2021,1049,16,Cyprus
18/01/2021,1618,22,Cyprus
11/01/2021,3376,17,Cyprus
04/01/2021,4317,19,Cyprus
28/12/2020,1969,21,Cyprus
21/12/2020,2587,13,Cyprus
14/12/2020,2650,17,Cyprus
07/12/2020,2068,13,Cyprus
30/11/2020,1740,4,Cyprus
23/11/2020,1465,4,Cyprus
16/11/2020,1191,13,Cyprus
09/11/2020,1424,1,Cyprus
02/11/2020,1018,1,Cyprus
26/10/2020,901,0,Cyprus
19/10/2020,658,0,Cyprus
12/10/2020,162,3,Cyprus
05/10/2020,128,0,Cyprus
28/09/2020,96,0,Cyprus
21/09/2020,74,1,Cyprus
14/09/2020,17,0,Cyprus
07/09/2020,22,0,Cyprus
31/08/2020,66,0,Cyprus
24/08/2020,89,1,Cyprus
17/08/2020,90,1,Cyprus
10/08/2020,92,0,Cyprus
03/08/2020,93,0,Cyprus
27/07/2020,19,0,Cyprus
20/07/2020,17,0,Cyprus
13/07/2020,18,0,Cyprus
06/07/2020,9,0,Cyprus
29/06/2020,8,0,Cyprus
22/06/2020,3,1,Cyprus
15/06/2020,19,0,Cyprus
08/06/2020,20,1,Cyprus
01/06/2020,9,0,Cyprus
25/05/2020,19,0,Cyprus
18/05/2020,18,1,Cyprus
11/05/2020,26,1,Cyprus
04/05/2020,55,1,Cyprus
27/04/2020,50,2,Cyprus
20/04/2020,134,1,Cyprus
13/04/2020,187,2,Cyprus
06/04/2020,232,3,Cyprus
30/03/2020,119,6,Cyprus
23/03/2020,65,0,Cyprus
16/03/2020,30,0,Cyprus
08/02/2021,50076,941,Czechia
01/02/2021,47325,939,Czechia
25/01/2021,48152,1004,Czechia
18/01/2021,56398,1177,Czechia
11/01/2021,88740,1202,Czechia
04/01/2021,72374,918,Czechia
28/12/2020,46817,741,Czechia
21/12/2020,46444,802,Czechia
14/12/2020,34246,707,Czechia
07/12/2020,27110,764,Czechia
30/11/2020,27460,942,Czechia
23/11/2020,32147,988,Czechia
16/11/2020,45288,1350,Czechia
09/11/2020,73184,1429,Czechia
02/11/2020,83547,1228,Czechia
26/10/2020,84212,779,Czechia
19/10/2020,56775,388,Czechia
12/10/2020,34664,307,Czechia
05/10/2020,17849,121,Czechia
28/09/2020,15357,103,Czechia
21/09/2020,13052,47,Czechia
14/09/2020,8032,20,Czechia
07/09/2020,3789,13,Czechia
31/08/2020,2444,11,Czechia
24/08/2020,1911,15,Czechia
17/08/2020,1657,8,Czechia
10/08/2020,1555,6,Czechia
03/08/2020,1476,12,Czechia
27/07/2020,1379,12,Czechia
20/07/2020,771,7,Czechia
13/07/2020,659,4,Czechia
06/07/2020,912,0,Czechia
29/06/2020,1105,12,Czechia
22/06/2020,474,7,Czechia
15/06/2020,396,2,Czechia
08/06/2020,355,7,Czechia
01/06/2020,316,5,Czechia
25/05/2020,482,18,Czechia
18/05/2020,352,17,Czechia
11/05/2020,342,32,Czechia
04/05/2020,377,27,Czechia
27/04/2020,617,33,Czechia
20/04/2020,796,50,Czechia
13/04/2020,1404,71,Czechia
06/04/2020,1758,51,Czechia
30/03/2020,1664,15,Czechia
23/03/2020,867,1,Czechia
16/03/2020,266,0,Czechia
09/03/2020,29,0,Czechia
02/03/2020,3,0,Czechia
24/02/2020,0,0,Czechia
17/02/2020,0,0,Czechia
10/02/2020,0,0,Czechia
03/02/2020,0,0,Czechia
27/01/2020,0,0,Czechia
20/01/2020,0,0,Czechia
13/01/2020,0,0,Czechia
06/01/2020,0,0,Czechia
08/02/2021,757,8,Democratic Republic of the Congo
01/02/2021,888,12,Democratic Republic of the Congo
25/01/2021,895,28,Democratic Republic of the Congo
18/01/2021,1564,15,Democratic Republic of the Congo
11/01/2021,1343,20,Democratic Republic of the Congo
04/01/2021,1236,20,Democratic Republic of the Congo
28/12/2020,1107,13,Democratic Republic of the Congo
21/12/2020,1297,210,Democratic Republic of the Congo
14/12/2020,918,12,Democratic Republic of the Congo
07/12/2020,893,11,Democratic Republic of the Congo
30/11/2020,462,5,Democratic Republic of the Congo
23/11/2020,450,8,Democratic Republic of the Congo
16/11/2020,182,4,Democratic Republic of the Congo
09/11/2020,236,8,Democratic Republic of the Congo
02/11/2020,229,3,Democratic Republic of the Congo
26/10/2020,91,2,Democratic Republic of the Congo
19/10/2020,201,27,Democratic Republic of the Congo
12/10/2020,91,2,Democratic Republic of the Congo
05/10/2020,148,3,Democratic Republic of the Congo
28/09/2020,97,0,Democratic Republic of the Congo
21/09/2020,125,6,Democratic Republic of the Congo
14/09/2020,180,5,Democratic Republic of the Congo
07/09/2020,165,2,Democratic Republic of the Congo
31/08/2020,215,7,Democratic Republic of the Congo
24/08/2020,154,11,Democratic Republic of the Congo
17/08/2020,222,16,Democratic Republic of the Congo
10/08/2020,339,9,Democratic Republic of the Congo
03/08/2020,283,10,Democratic Republic of the Congo
27/07/2020,429,11,Democratic Republic of the Congo
20/07/2020,370,5,Democratic Republic of the Congo
13/07/2020,622,7,Democratic Republic of the Congo
06/07/2020,584,24,Democratic Republic of the Congo
29/06/2020,1000,27,Democratic Republic of the Congo
22/06/2020,1049,24,Democratic Republic of the Congo
15/06/2020,761,21,Democratic Republic of the Congo
08/06/2020,967,14,Democratic Republic of the Congo
01/06/2020,752,4,Democratic Republic of the Congo
25/05/2020,843,7,Democratic Republic of the Congo
18/05/2020,430,19,Democratic Republic of the Congo
11/05/2020,340,7,Democratic Republic of the Congo
04/05/2020,225,6,Democratic Republic of the Congo
27/04/2020,127,3,Democratic Republic of the Congo
20/04/2020,98,5,Democratic Republic of the Congo
13/04/2020,80,2,Democratic Republic of the Congo
06/04/2020,73,10,Democratic Republic of the Congo
30/03/2020,55,6,Democratic Republic of the Congo
23/03/2020,24,2,Democratic Republic of the Congo
16/03/2020,2,0,Democratic Republic of the Congo
08/02/2021,2661,71,Denmark
01/02/2021,3664,135,Denmark
25/01/2021,5401,205,Denmark
18/01/2021,7170,208,Denmark
11/01/2021,14014,223,Denmark
04/01/2021,15362,170,Denmark
28/12/2020,18915,169,Denmark
21/12/2020,24676,94,Denmark
14/12/2020,19155,56,Denmark
07/12/2020,11251,56,Denmark
30/11/2020,8867,45,Denmark
23/11/2020,8349,24,Denmark
16/11/2020,7015,17,Denmark
09/11/2020,7822,20,Denmark
02/11/2020,6943,21,Denmark
26/10/2020,4964,22,Denmark
19/10/2020,2970,11,Denmark
12/10/2020,2742,11,Denmark
05/10/2020,3043,9,Denmark
28/09/2020,4790,14,Denmark
21/09/2020,2631,6,Denmark
14/09/2020,1669,2,Denmark
07/09/2020,847,3,Denmark
31/08/2020,573,3,Denmark
24/08/2020,510,0,Denmark
17/08/2020,1175,4,Denmark
10/08/2020,653,2,Denmark
03/08/2020,351,2,Denmark
27/07/2020,265,2,Denmark
20/07/2020,227,2,Denmark
13/07/2020,114,3,Denmark
06/07/2020,157,2,Denmark
29/06/2020,284,4,Denmark
22/06/2020,198,3,Denmark
15/06/2020,245,8,Denmark
08/06/2020,279,15,Denmark
01/06/2020,309,12,Denmark
25/05/2020,433,15,Denmark
18/05/2020,498,28,Denmark
11/05/2020,906,38,Denmark
04/05/2020,948,59,Denmark
27/04/2020,1191,67,Denmark
20/04/2020,1210,82,Denmark
13/04/2020,1805,94,Denmark
06/04/2020,1974,107,Denmark
30/03/2020,1000,59,Denmark
23/03/2020,520,12,Denmark
16/03/2020,837,1,Denmark
09/03/2020,34,0,Denmark
02/03/2020,4,0,Denmark
24/02/2020,0,0,Denmark
17/02/2020,0,0,Denmark
10/02/2020,0,0,Denmark
03/02/2020,0,0,Denmark
27/01/2020,0,0,Denmark
20/01/2020,0,0,Denmark
13/01/2020,0,0,Denmark
06/01/2020,0,0,Denmark
08/02/2021,15,0,Djibouti
01/02/2021,13,2,Djibouti
25/01/2021,14,0,Djibouti
18/01/2021,34,0,Djibouti
11/01/2021,29,0,Djibouti
04/01/2021,29,0,Djibouti
28/12/2020,32,0,Djibouti
21/12/2020,53,0,Djibouti
14/12/2020,27,0,Djibouti
07/12/2020,24,0,Djibouti
30/11/2020,9,0,Djibouti
23/11/2020,19,0,Djibouti
16/11/2020,41,0,Djibouti
09/11/2020,45,0,Djibouti
02/11/2020,27,0,Djibouti
26/10/2020,77,0,Djibouti
19/10/2020,36,0,Djibouti
12/10/2020,4,0,Djibouti
05/10/2020,10,0,Djibouti
28/09/2020,6,0,Djibouti
21/09/2020,8,0,Djibouti
14/09/2020,7,0,Djibouti
07/09/2020,3,1,Djibouti
31/08/2020,3,0,Djibouti
24/08/2020,13,1,Djibouti
17/08/2020,25,0,Djibouti
10/08/2020,183,0,Djibouti
03/08/2020,111,1,Djibouti
27/07/2020,39,2,Djibouti
20/07/2020,39,0,Djibouti
13/07/2020,180,1,Djibouti
06/07/2020,149,3,Djibouti
29/06/2020,61,7,Djibouti
22/06/2020,117,2,Djibouti
15/06/2020,258,15,Djibouti
08/06/2020,853,4,Djibouti
01/06/2020,1084,14,Djibouti
25/05/2020,869,6,Djibouti
18/05/2020,191,1,Djibouti
11/05/2020,98,1,Djibouti
04/05/2020,89,0,Djibouti
27/04/2020,177,0,Djibouti
20/04/2020,632,0,Djibouti
13/04/2020,155,2,Djibouti
06/04/2020,40,0,Djibouti
30/03/2020,18,0,Djibouti
23/03/2020,1,0,Djibouti
08/02/2021,4,0,Dominica
01/02/2021,4,0,Dominica
25/01/2021,0,0,Dominica
18/01/2021,4,0,Dominica
11/01/2021,13,0,Dominica
04/01/2021,4,0,Dominica
28/12/2020,0,0,Dominica
21/12/2020,4,0,Dominica
14/12/2020,3,0,Dominica
07/12/2020,0,0,Dominica
30/11/2020,8,0,Dominica
23/11/2020,9,0,Dominica
16/11/2020,26,0,Dominica
09/11/2020,0,0,Dominica
02/11/2020,4,0,Dominica
26/10/2020,5,0,Dominica
19/10/2020,1,0,Dominica
12/10/2020,1,0,Dominica
05/10/2020,7,0,Dominica
28/09/2020,0,0,Dominica
21/09/2020,0,0,Dominica
14/09/2020,4,0,Dominica
07/09/2020,0,0,Dominica
31/08/2020,1,0,Dominica
24/08/2020,1,0,Dominica
17/08/2020,0,0,Dominica
10/08/2020,0,0,Dominica
03/08/2020,0,0,Dominica
27/07/2020,0,0,Dominica
20/07/2020,0,0,Dominica
13/07/2020,0,0,Dominica
06/07/2020,0,0,Dominica
29/06/2020,0,0,Dominica
22/06/2020,0,0,Dominica
15/06/2020,0,0,Dominica
08/06/2020,2,0,Dominica
01/06/2020,0,0,Dominica
25/05/2020,0,0,Dominica
18/05/2020,0,0,Dominica
11/05/2020,0,0,Dominica
04/05/2020,0,0,Dominica
27/04/2020,0,0,Dominica
20/04/2020,0,0,Dominica
13/04/2020,2,0,Dominica
06/04/2020,3,0,Dominica
30/03/2020,10,0,Dominica
23/03/2020,1,0,Dominica
08/02/2021,9033,155,Dominican Republic
01/02/2021,9924,143,Dominican Republic
25/01/2021,10196,97,Dominican Republic
18/01/2021,11684,21,Dominican Republic
11/01/2021,9951,9,Dominican Republic
04/01/2021,5926,14,Dominican Republic
28/12/2020,6353,19,Dominican Republic
21/12/2020,6360,24,Dominican Republic
14/12/2020,6239,16,Dominican Republic
07/12/2020,4980,15,Dominican Republic
30/11/2020,5063,20,Dominican Republic
23/11/2020,4686,25,Dominican Republic
16/11/2020,3542,20,Dominican Republic
09/11/2020,2850,16,Dominican Republic
02/11/2020,2805,26,Dominican Republic
26/10/2020,3180,24,Dominican Republic
19/10/2020,2870,26,Dominican Republic
12/10/2020,3997,39,Dominican Republic
05/10/2020,3094,39,Dominican Republic
28/09/2020,3097,48,Dominican Republic
21/09/2020,4629,79,Dominican Republic
14/09/2020,4327,123,Dominican Republic
07/09/2020,5092,164,Dominican Republic
31/08/2020,3080,114,Dominican Republic
24/08/2020,4852,114,Dominican Republic
17/08/2020,6577,144,Dominican Republic
10/08/2020,7489,131,Dominican Republic
03/08/2020,9335,115,Dominican Republic
27/07/2020,10053,82,Dominican Republic
20/07/2020,8323,84,Dominican Republic
13/07/2020,7107,103,Dominican Republic
06/07/2020,6052,68,Dominican Republic
29/06/2020,4696,64,Dominican Republic
22/06/2020,3715,70,Dominican Republic
15/06/2020,3362,54,Dominican Republic
08/06/2020,2315,36,Dominican Republic
01/06/2020,2863,44,Dominican Republic
25/05/2020,2108,30,Dominican Republic
18/05/2020,1967,40,Dominican Republic
11/05/2020,2393,55,Dominican Republic
04/05/2020,1819,55,Dominican Republic
27/04/2020,1455,52,Dominican Republic
20/04/2020,1713,53,Dominican Republic
13/04/2020,1222,91,Dominican Republic
06/04/2020,886,43,Dominican Republic
30/03/2020,657,36,Dominican Republic
23/03/2020,191,3,Dominican Republic
16/03/2020,9,0,Dominican Republic
09/03/2020,1,0,Dominican Republic
02/03/2020,1,0,Dominican Republic
24/02/2020,0,0,Dominican Republic
17/02/2020,0,0,Dominican Republic
10/02/2020,0,0,Dominican Republic
03/02/2020,0,0,Dominican Republic
27/01/2020,0,0,Dominican Republic
20/01/2020,0,0,Dominican Republic
13/01/2020,0,0,Dominican Republic
06/01/2020,0,0,Dominican Republic
08/02/2021,7621,123,Ecuador
01/02/2021,9419,251,Ecuador
25/01/2021,9923,317,Ecuador
18/01/2021,10138,138,Ecuador
11/01/2021,6892,125,Ecuador
04/01/2021,4856,65,Ecuador
28/12/2020,3429,45,Ecuador
21/12/2020,4219,74,Ecuador
14/12/2020,4112,97,Ecuador
07/12/2020,5881,355,Ecuador
30/11/2020,6474,222,Ecuador
23/11/2020,5348,193,Ecuador
16/11/2020,5388,178,Ecuador
09/11/2020,5713,146,Ecuador
02/11/2020,7559,131,Ecuador
26/10/2020,8346,166,Ecuador
19/10/2020,6256,196,Ecuador
12/10/2020,5999,544,Ecuador
05/10/2020,6287,368,Ecuador
28/09/2020,8328,189,Ecuador
21/09/2020,7825,187,Ecuador
14/09/2020,8810,379,Ecuador
07/09/2020,-3864,3969,Ecuador
31/08/2020,5879,245,Ecuador
24/08/2020,6227,240,Ecuador
17/08/2020,7083,148,Ecuador
10/08/2020,7935,172,Ecuador
03/08/2020,5830,235,Ecuador
27/07/2020,6681,202,Ecuador
20/07/2020,6143,266,Ecuador
13/07/2020,5912,266,Ecuador
06/07/2020,6703,352,Ecuador
29/06/2020,4615,206,Ecuador
22/06/2020,3889,327,Ecuador
15/06/2020,3631,275,Ecuador
08/06/2020,4022,263,Ecuador
01/06/2020,2342,250,Ecuador
25/05/2020,3574,372,Ecuador
18/05/2020,3623,609,Ecuador
11/05/2020,21,563,Ecuador
04/05/2020,6819,988,Ecuador
27/04/2020,13251,102,Ecuador
20/04/2020,2002,141,Ecuador
13/04/2020,3820,153,Ecuador
06/04/2020,1756,122,Ecuador
30/03/2020,1101,44,Ecuador
23/03/2020,752,12,Ecuador
16/03/2020,23,2,Ecuador
09/03/2020,8,0,Ecuador
02/03/2020,6,0,Ecuador
24/02/2020,0,0,Ecuador
17/02/2020,0,0,Ecuador
10/02/2020,0,0,Ecuador
03/02/2020,0,0,Ecuador
27/01/2020,0,0,Ecuador
20/01/2020,0,0,Ecuador
13/01/2020,0,0,Ecuador
06/01/2020,0,0,Ecuador
08/02/2021,3689,335,Egypt
01/02/2021,4134,357,Egypt
25/01/2021,5420,376,Egypt
18/01/2021,6605,386,Egypt
11/01/2021,7605,392,Egypt
04/01/2021,9646,400,Egypt
28/12/2020,6986,307,Egypt
21/12/2020,3980,178,Egypt
14/12/2020,3143,149,Egypt
07/12/2020,2891,135,Egypt
30/11/2020,2514,88,Egypt
23/11/2020,2260,95,Egypt
16/11/2020,1566,85,Egypt
09/11/2020,1465,90,Egypt
02/11/2020,1196,79,Egypt
26/10/2020,1116,79,Egypt
19/10/2020,1037,80,Egypt
12/10/2020,704,59,Egypt
05/10/2020,843,98,Egypt
28/09/2020,825,113,Egypt
21/09/2020,1006,122,Egypt
14/09/2020,1146,118,Egypt
07/09/2020,1136,131,Egypt
31/08/2020,1490,156,Egypt
24/08/2020,762,83,Egypt
17/08/2020,983,151,Egypt
10/08/2020,1009,144,Egypt
03/08/2020,2421,259,Egypt
27/07/2020,4287,304,Egypt
20/07/2020,5705,444,Egypt
13/07/2020,6817,515,Egypt
06/07/2020,10065,554,Egypt
29/06/2020,9955,596,Egypt
22/06/2020,10635,618,Egypt
15/06/2020,10519,338,Egypt
08/06/2020,9094,278,Egypt
01/06/2020,7720,195,Egypt
25/05/2020,5036,134,Egypt
18/05/2020,2829,105,Egypt
11/05/2020,2935,96,Egypt
04/05/2020,2146,122,Egypt
27/04/2020,1175,68,Egypt
20/04/2020,1079,80,Egypt
13/04/2020,995,88,Egypt
06/04/2020,494,35,Egypt
30/03/2020,282,26,Egypt
23/03/2020,184,8,Egypt
16/03/2020,61,1,Egypt
09/03/2020,47,1,Egypt
02/03/2020,1,0,Egypt
24/02/2020,0,0,Egypt
17/02/2020,1,0,Egypt
10/02/2020,0,0,Egypt
03/02/2020,0,0,Egypt
27/01/2020,0,0,Egypt
20/01/2020,0,0,Egypt
13/01/2020,0,0,Egypt
06/01/2020,0,0,Egypt
08/02/2021,1458,60,El Salvador
01/02/2021,1716,49,El Salvador
25/01/2021,2042,85,El Salvador
18/01/2021,2532,70,El Salvador
11/01/2021,1818,64,El Salvador
04/01/2021,2468,51,El Salvador
28/12/2020,847,56,El Salvador
21/12/2020,1892,52,El Salvador
14/12/2020,1535,41,El Salvador
07/12/2020,1940,50,El Salvador
30/11/2020,843,33,El Salvador
23/11/2020,1204,34,El Salvador
16/11/2020,1213,33,El Salvador
09/11/2020,1130,31,El Salvador
02/11/2020,1430,30,El Salvador
26/10/2020,919,31,El Salvador
19/10/2020,1470,28,El Salvador
12/10/2020,746,31,El Salvador
05/10/2020,820,37,El Salvador
28/09/2020,1077,14,El Salvador
21/09/2020,544,24,El Salvador
14/09/2020,701,24,El Salvador
07/09/2020,579,47,El Salvador
31/08/2020,1107,48,El Salvador
24/08/2020,1710,51,El Salvador
17/08/2020,2489,55,El Salvador
10/08/2020,2975,96,El Salvador
03/08/2020,2818,59,El Salvador
27/07/2020,2784,64,El Salvador
20/07/2020,2172,77,El Salvador
13/07/2020,1897,50,El Salvador
06/07/2020,1843,53,El Salvador
29/06/2020,1308,57,El Salvador
22/06/2020,906,33,El Salvador
15/06/2020,705,19,El Salvador
08/06/2020,498,9,El Salvador
01/06/2020,602,11,El Salvador
25/05/2020,577,5,El Salvador
18/05/2020,380,13,El Salvador
11/05/2020,403,5,El Salvador
04/05/2020,257,4,El Salvador
27/04/2020,97,1,El Salvador
20/04/2020,76,1,El Salvador
13/04/2020,56,3,El Salvador
06/04/2020,39,3,El Salvador
30/03/2020,27,0,El Salvador
23/03/2020,3,0,El Salvador
08/02/2021,80,1,Equatorial Guinea
01/02/2021,80,0,Equatorial Guinea
25/01/2021,89,0,Equatorial Guinea
18/01/2021,69,0,Equatorial Guinea
11/01/2021,17,0,Equatorial Guinea
04/01/2021,31,0,Equatorial Guinea
28/12/2020,17,1,Equatorial Guinea
21/12/2020,36,0,Equatorial Guinea
14/12/2020,29,0,Equatorial Guinea
07/12/2020,13,0,Equatorial Guinea
30/11/2020,23,0,Equatorial Guinea
23/11/2020,26,0,Equatorial Guinea
16/11/2020,12,0,Equatorial Guinea
09/11/2020,3,2,Equatorial Guinea
02/11/2020,10,0,Equatorial Guinea
26/10/2020,9,0,Equatorial Guinea
19/10/2020,7,0,Equatorial Guinea
12/10/2020,18,0,Equatorial Guinea
05/10/2020,17,0,Equatorial Guinea
28/09/2020,26,0,Equatorial Guinea
21/09/2020,6,0,Equatorial Guinea
14/09/2020,24,0,Equatorial Guinea
07/09/2020,31,0,Equatorial Guinea
31/08/2020,15,0,Equatorial Guinea
24/08/2020,105,0,Equatorial Guinea
17/08/2020,0,0,Equatorial Guinea
10/08/2020,0,0,Equatorial Guinea
03/08/2020,1750,32,Equatorial Guinea
27/07/2020,0,0,Equatorial Guinea
20/07/2020,0,0,Equatorial Guinea
13/07/2020,0,0,Equatorial Guinea
06/07/2020,1070,19,Equatorial Guinea
29/06/2020,337,0,Equatorial Guinea
22/06/2020,358,20,Equatorial Guinea
15/06/2020,0,0,Equatorial Guinea
08/06/2020,0,0,Equatorial Guinea
01/06/2020,263,0,Equatorial Guinea
25/05/2020,449,5,Equatorial Guinea
18/05/2020,155,3,Equatorial Guinea
11/05/2020,124,3,Equatorial Guinea
04/05/2020,57,0,Equatorial Guinea
27/04/2020,179,1,Equatorial Guinea
20/04/2020,58,0,Equatorial Guinea
13/04/2020,5,0,Equatorial Guinea
06/04/2020,2,0,Equatorial Guinea
30/03/2020,8,0,Equatorial Guinea
23/03/2020,5,0,Equatorial Guinea
16/03/2020,1,0,Equatorial Guinea
08/02/2021,191,0,Eritrea
01/02/2021,185,0,Eritrea
25/01/2021,73,1,Eritrea
18/01/2021,321,0,Eritrea
11/01/2021,193,3,Eritrea
04/01/2021,324,2,Eritrea
28/12/2020,232,1,Eritrea
21/12/2020,96,0,Eritrea
14/12/2020,79,0,Eritrea
07/12/2020,55,0,Eritrea
30/11/2020,26,0,Eritrea
23/11/2020,58,0,Eritrea
16/11/2020,2,0,Eritrea
09/11/2020,28,0,Eritrea
02/11/2020,2,0,Eritrea
26/10/2020,36,0,Eritrea
19/10/2020,11,0,Eritrea
12/10/2020,16,0,Eritrea
05/10/2020,23,0,Eritrea
28/09/2020,11,0,Eritrea
21/09/2020,3,0,Eritrea
14/09/2020,31,0,Eritrea
07/09/2020,12,0,Eritrea
31/08/2020,12,0,Eritrea
24/08/2020,21,0,Eritrea
17/08/2020,0,0,Eritrea
10/08/2020,6,0,Eritrea
03/08/2020,16,0,Eritrea
27/07/2020,12,0,Eritrea
20/07/2020,19,0,Eritrea
13/07/2020,17,0,Eritrea
06/07/2020,24,0,Eritrea
29/06/2020,48,0,Eritrea
22/06/2020,47,0,Eritrea
15/06/2020,55,0,Eritrea
08/06/2020,2,0,Eritrea
01/06/2020,0,0,Eritrea
25/05/2020,0,0,Eritrea
18/05/2020,0,0,Eritrea
11/05/2020,0,0,Eritrea
04/05/2020,0,0,Eritrea
27/04/2020,0,0,Eritrea
20/04/2020,5,0,Eritrea
13/04/2020,5,0,Eritrea
06/04/2020,17,0,Eritrea
30/03/2020,11,0,Eritrea
23/03/2020,1,0,Eritrea
08/02/2021,4059,47,Estonia
01/02/2021,3492,43,Estonia
25/01/2021,3372,43,Estonia
18/01/2021,3539,46,Estonia
11/01/2021,4284,36,Estonia
04/01/2021,3713,38,Estonia
28/12/2020,4014,39,Estonia
21/12/2020,3739,25,Estonia
14/12/2020,3077,18,Estonia
07/12/2020,2926,19,Estonia
30/11/2020,2328,24,Estonia
23/11/2020,2087,7,Estonia
16/11/2020,1512,6,Estonia
09/11/2020,1140,2,Estonia
02/11/2020,574,0,Estonia
26/10/2020,333,5,Estonia
19/10/2020,213,0,Estonia
12/10/2020,258,1,Estonia
05/10/2020,407,3,Estonia
28/09/2020,276,0,Estonia
21/09/2020,248,0,Estonia
14/09/2020,161,0,Estonia
07/09/2020,142,0,Estonia
31/08/2020,101,1,Estonia
24/08/2020,82,0,Estonia
17/08/2020,38,0,Estonia
10/08/2020,73,0,Estonia
03/08/2020,45,0,Estonia
27/07/2020,13,0,Estonia
20/07/2020,7,0,Estonia
13/07/2020,21,0,Estonia
06/07/2020,6,0,Estonia
29/06/2020,6,0,Estonia
22/06/2020,8,0,Estonia
15/06/2020,34,0,Estonia
08/06/2020,70,0,Estonia
01/06/2020,46,0,Estonia
25/05/2020,49,0,Estonia
18/05/2020,35,3,Estonia
11/05/2020,39,5,Estonia
04/05/2020,57,6,Estonia
27/04/2020,115,9,Estonia
20/04/2020,219,15,Estonia
13/04/2020,212,10,Estonia
06/04/2020,418,12,Estonia
30/03/2020,353,3,Estonia
23/03/2020,155,0,Estonia
16/03/2020,161,0,Estonia
09/03/2020,9,0,Estonia
02/03/2020,1,0,Estonia
24/02/2020,0,0,Estonia
17/02/2020,0,0,Estonia
10/02/2020,0,0,Estonia
03/02/2020,0,0,Estonia
27/01/2020,0,0,Estonia
20/01/2020,0,0,Estonia
13/01/2020,0,0,Estonia
06/01/2020,0,0,Estonia
08/02/2021,400,30,Eswatini
01/02/2021,2860,198,Eswatini
25/01/2021,0,0,Eswatini
18/01/2021,1233,78,Eswatini
11/01/2021,1768,67,Eswatini
04/01/2021,1256,64,Eswatini
28/12/2020,1260,27,Eswatini
21/12/2020,659,13,Eswatini
14/12/2020,267,5,Eswatini
07/12/2020,91,1,Eswatini
30/11/2020,191,1,Eswatini
23/11/2020,124,1,Eswatini
16/11/2020,92,2,Eswatini
09/11/2020,78,0,Eswatini
02/11/2020,71,1,Eswatini
26/10/2020,74,0,Eswatini
19/10/2020,111,3,Eswatini
12/10/2020,100,2,Eswatini
05/10/2020,138,3,Eswatini
28/09/2020,162,4,Eswatini
21/09/2020,194,6,Eswatini
14/09/2020,222,4,Eswatini
07/09/2020,292,3,Eswatini
31/08/2020,336,6,Eswatini
24/08/2020,386,15,Eswatini
17/08/2020,603,12,Eswatini
10/08/2020,461,15,Eswatini
03/08/2020,568,11,Eswatini
27/07/2020,414,11,Eswatini
20/07/2020,442,1,Eswatini
13/07/2020,363,7,Eswatini
06/07/2020,207,2,Eswatini
29/06/2020,146,6,Eswatini
22/06/2020,145,1,Eswatini
15/06/2020,157,1,Eswatini
08/06/2020,48,1,Eswatini
01/06/2020,35,0,Eswatini
25/05/2020,47,0,Eswatini
18/05/2020,31,0,Eswatini
11/05/2020,60,1,Eswatini
